site	species	year	date	individual	subindividual	flower	pollinaria_removed	pollen_on_stigma	herbivory	recorder	writer	notes
Oerup	Dactylorhiza_majalis	2022	23.5.2212	58	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2213	59	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2214	59	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2215	59	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2216	59	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2217	59	NA	5	2	1	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2218	60	NA	1	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2219	60	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2220	60	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2221	60	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2222	60	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2223	61	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2224	61	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2225	61	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2226	61	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2227	61	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2228	62	NA	1	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2229	62	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2230	62	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2231	62	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2232	62	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2233	63	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2234	63	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2235	63	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2236	63	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2237	63	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2238	64	NA	1	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2239	64	NA	2	1	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2240	64	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2241	64	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2242	64	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2243	65	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2244	65	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2245	65	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2246	65	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2247	65	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2248	66	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2249	66	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2250	66	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2251	66	NA	4	2	1	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2252	66	NA	5	2	1	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2253	67	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2254	67	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2255	67	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2256	67	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2257	67	NA	5	0	0	NA	Javier	Julie	NA
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
